User ID,Age,Age Group,Gender,Location,Item ID,Title,Type,Genre,Release year,Director/Authors/Artist/Publisher,Rating,description,Interaction ID,Interaction Type,Interaction Time,Country Code,Country
203,56,Elderly,Male,"West Gailmouth, ID",250,Kyaa Kool Hain Hum 3,Movie,"Comedies, International Movies",2016,Umesh Ghadge,3.3,"When an unlikely porn actor falls for a woman outside the industry, he employs his co-stars as a stand-in traditional family to impress her father.",241,Share,14-08-2022 11:25,ID,Indonesia
204,28,Young Adult,Female,"New Tyler, HI",251,November Rain,Music,Hard Rock,1991,Guns N' Roses,8.8,"A sweeping rock ballad, featuring intricate guitar solos and orchestral arrangements.",242,Dislike,27-03-2020 23:53,HI,United States
205,19,Young Adult,Female,"West Philliphaven, WV",252,Jaws 2,Movie,"Dramas, Horror Movies, Thrillers",1978,Jeannot Szwarc,9.9,"Four years after the last deadly shark attacks, police chief Martin Brody fights to protect Amity Island from another killer great white.",243,Share,23-05-2020 09:01,WV,Venezuela
206,76,Old Aged,Female,"Weststad, MI",253,Versatile content-based benchmark,Game,Shooter,2021,Rachel Moon,2,Politics this manage carry kid defense. People center music offer.,244,Share,27-11-2021 17:16,MI,United States
207,63,Elderly,Male,"East Sergio, RI",254,Lord of Light,Book,Fiction,2004,Roger Zelazny,8.9,"Earth is long since dead. On a colony planet, a band of men has gained control of technology, made themselves immortal, and now rules their world as the gods of the Hindu pantheon. Only one dares oppose them: he who was once Siddhartha and is now Mahasamatman. Binder of Demons. Lord of Light.",245,Like,12-10-2023 06:03,RI,United States
207,63,Elderly,Male,"East Sergio, RI",255,Person of Interest,TV Show,"Drama, Action & Adventure, Crime, Sci-Fi & Fantasy",2011,Jonathan Nolan,3.1,"John Reese, former CIA paramilitary operative, is presumed dead and teams up with reclusive billionaire Finch to prevent violent crimes in New York City by initiating their own type of justice. With the special training that Reese has had in Covert Operations and Finch's genius software inventing mind, the two are a perfect match for the job that they have to complete. With the help of surveillance equipment, they work ""outside the law"" and get the right criminal behind bars. ",246,Dislike,10-05-2022 00:36,RI,United States
208,24,Young Adult,Female,"Dunlapville, FL",256,Boyka: Undisputed,Movie,Action & Adventure,2016,Todor Chapkanov,9.3,The fourth film in the action franchise finds Boyka taking on brutal gangsters to protect the widow of a man he unintentionally killed in the ring.,247,Purchase,19-09-2020 14:15,FL,United States
209,56,Elderly,Male,"East Nicole, PA",257,Odalisque,Book,Fiction,2006,Neal Stephenson,8.7,The trials of Dr. Daniel Waterhouse and the Natural Philosophers increase one hundredfold in an England plagued by the impending war and royal insecurities -- as the beautiful and ambitious Eliza plays a most dangerous game as double agent and confidante of enemy kings.,248,View,24-07-2022 03:02,PA,Panama
210,54,Elderly,Male,"Davidmouth, AL",258,Mysteries of Pittsburgh,Book,Fiction,2005,Michael Chabon,1.6,"By the Pulitzer Prize-winning author of The Amazing Adventures of Kavalier & Clay This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more.",249,Share,03-03-2022 23:01,AL,Albania
211,45,Middle Aged,Female,"Cynthiaside, FM",259,Home,Movie,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",2015,Tim Johnson,1.6,"When misfit alien Oh mistakenly sends a party invite to the entire galaxy, he goes on the run to avoid trouble and befriends spunky human girl Tip.",250,Share,11-03-2022 07:26,FM,Micronesia
211,45,Middle Aged,Female,"Cynthiaside, FM",260,Game of Thrones,TV Show,"Sci-Fi & Fantasy, Drama, Action & Adventure",2011,"David Benioff, D.B. Weiss",4.1,"Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and icy horrors beyond.",251,Share,12-10-2023 17:17,FM,Micronesia
211,45,Middle Aged,Female,"Cynthiaside, FM",261,Swordfish,Movie,Action & Adventure,2001,Dominic Sena,7.9,"A gifted hacker with a criminal past is recruited by a group of shadowy, seductive figures for an elaborate scheme where nothing is quite as it seems.",252,Purchase,25-12-2021 12:46,FM,Micronesia
212,18,Young Adult,Female,"Kingside, AS",262,The American,Movie,"Dramas, Thrillers",2010,Anton Corbijn,6.4,"Dispatched to a small Italian town to await further orders, assassin Jack embarks on a double life that may be more relaxing than is good for him.",253,Purchase,09-12-2023 10:38,AS,American Samoa
213,24,Young Adult,Female,"East Caroltown, IN",263,Deep Blue Sea,Movie,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",1999,Renny Harlin,3.3,Scientists conduct research on sharks in search of an Alzheimer's cure. But a dangerous shortcut leads to huge sharks with near-human intelligence.,254,Dislike,01-05-2020 08:19,IN,India
214,58,Elderly,Female,"Sarahmouth, WY",264,Ulysses S. Grant,Book,Biography & Autobiography,2004,Michael Korda,9.3,"One of the first two volumes in Harper's Eminent Lives series, Korda brings his acclaimed storytelling talents to the life of Ulysses S. Grant – a man who managed to end the Civil War on a note of grace, serve two terms as president, write one of the most successful military memoirs in American literature, and is today remembered as a brilliant general but a failed president. Ulysses S. Grant was the first officer since George Washington to become a four–star general in the United States Army, and the only president between Andrew Jackson and Woodrow Wilson to serve eight consecutive years in the White House. In this succinct and vivid biography, Michael Korda considers Grant's character and reconciles the conflicting evaluations of his leadership abilities. Grant's life played out as a true Horatio Alger story. Despite his humble background as the son of a tanner in Ohio, his lack of early success in the army, and assorted failed business ventures, his unwavering determination propelled him through the ranks of military leadership and into the presidency. But while the general's tenacity and steadfastness contributed to his success on the battlefield, it both aided and crippled his effectiveness in the White House. Assessing Grant both within the context of his time and in contrast to more recent American leaders, Korda casts a benevolent eye on Grant's presidency while at the same time conceding his weaknesses. He suggests that though the general's second term ended in financial and political scandals, the fact remains that for eight years Grant exerted a calming influence on a country that had only just emerged from a horrendous civil war. Ulysses S. Grant is an even–handed and stirring portrait of a man who guided America through a pivotal juncture in its history.",255,View,25-09-2022 06:49,WY,United States
215,45,Middle Aged,Male,"Donnaville, NJ",265,Back to the Bedroom,Book,Fiction,2005,Janet Evanovich,9.5,"Dear Reader: In a previous life, before the time of Plum, I wrote twelve short romance novels. Red-hot screwball comedies, each and every one of them. Nine of these stories were originally published by the Loveswept line between the years 1988 and 1992. All immediately went out of print and could be found only at used bookstores and yard sales. I'm excited to tell you that those nine stories are now being re-released by HarperCollins. Back to the Bedroom is presented here in almost original form. I've done only minor editing to correct some embarrassing bloopers missed the first time around. I lived in northern Virginia when I wrote Back to the Bedroom. My children were young, and we spent a lot of time visiting the Washington, D.C. museums and wandering through the historic neighborhoods. One day while strolling Capitol Hill I came upon two townhouses that captured my imagination. The houses were totally different -- a birthday cake of a house and a bran muffin of a house, and yet they shared a common wall. I wondered about the people who lived inside the houses. And eventually the houses inspired Back to the Bedroom. Back to the Bedroom is the story of a young woman with the soul of a birthday cake living in a bran muffin house -- and a nice-looking guy with the substance of a bran muffin living in a birthday cake. They share some misadventures, some romantic moments, some misunderstandings, and ultimately they turn into wedding cake. And for Plum fans, you'll be interested to find that this was the first of the four romances to feature Elsie Hawkins, the prototype for Grandma Mazur. Janet Evanovich",256,View,03-12-2021 00:21,NJ,United States
216,79,Old Aged,Female,"Porterside, OR",266,Reactive composite definition,Music,Hip Hop,1996,Melinda Thompson,7.6,Rock important particular. Position fear also born often.,257,View,04-04-2021 17:28,OR,United States
217,76,Old Aged,Female,"North James, CO",267,El Chavo del Ocho,TV Show,"Comedy, Family",1973,Roberto Gómez Bolaños,9.9,"The mishaps of Chavo, an 8-year-old orphan boy who lives in a barrel. Together with Quico, Chilindrina, Ñoño and La Popis, Chavo experiences a series of humorous entanglements.",258,Purchase,10-12-2020 09:17,CO,Colombia
218,70,Elderly,Female,"Lake Tonyland, MH",268,Sword of Trust,Movie,"Comedies, Dramas, Independent Movies",2019,Lynn Shelton,6.9,An offbeat foursome takes a wild journey through the Southern belt of denial to sell a relic purporting to prove the South won the Civil War.,259,View,01-02-2024 00:19,MH,Marshall Islands
219,33,Young Adult,Male,"North Ashley, CA",269,Fate: The Winx Saga,TV Show,"Sci-Fi & Fantasy, Drama",2021,Brian Young,7,"The coming-of-age journey of five fairies attending Alfea, a magical boarding school in the Otherworld where they must learn to master their powers while navigating love, rivalries, and the monsters that threaten their very existence.",260,View,11-06-2022 23:22,CA,Canada
220,46,Middle Aged,Male,"Charleshaven, AS",270,Brave New World and Brave New World Revisited,Book,Fiction,2005,Aldous Huxley,7.2,"The astonishing novel Brave New World, originally published in 1932, presents Aldous Huxley's vision of the future -- of a world utterly transformed. Through the most efficient scientific and psychological engineering, people are genetically designed to be passive and therefore consistently useful to the ruling class. This powerful work of speculative fiction sheds a blazing critical light on the present and is considered to be Huxley's most enduring masterpiece. Following Brave New World is the nonfiction work Brave New World Revisited, first published in 1958. It is a fascinating work in which Huxley uses his tremendous knowledge of human relations to compare the modern-day world with the prophetic fantasy envisioned in Brave New World, including threats to humanity, such as overpopulation, propaganda, and chemical persuasion.",261,Purchase,29-03-2020 00:36,AS,American Samoa
221,54,Elderly,Female,"West Samantha, NM",271,The Secret Sister,Book,Fiction,2005,Elizabeth Lowell,6.2,"The Search For Her Sister Could Cost A Woman Her Life Christy McKenna, the smartest fashion writer in New York, thought she'd escaped her childhood in the impoverished rural West. Then came a call for help from the one person she could not refuse—her sister, the internationally celebrated model known only as Jo. Jo's plea draws Christy back to the magnificent mountains and mysterious red-rock canyons of the Four Corners country. But she's too late—Jo has disappeared. However, Christy does find an unlikely ally in outlaw archaeologist Aaron Cain, and together they pursue Jo and a fabulous cache of ancient Indian artifacts worth millions. Christy and Cain clash at every turn, but their antagonism soon turns into partnership—and blazing passion.",262,Like,11-08-2023 12:06,NM,Mexico
